tag,type,referring,referred
0BIW,lemma,4,1
0BIX,lemma,4,2
0BIY,lemma,3,1
0BJ0,lemma,4,2
0BJ3,lemma,1,2
0BJ4,lemma,9,1
0BJ5,lemma,5,2
0BJ8,proposition,1,1
0BJB,lemma,1,1
0BJC,lemma,1,1
0BJF,lemma,6,4
0BJG,lemma,2,1
0BJH,lemma,10,1
0BJI,lemma,2,2
0BJJ,lemma,4,2
0BJL,lemma,6,6
0BJN,lemma,4,1
0BJS,lemma,3,1
0BJT,lemma,3,1
0BJU,lemma,7,1
0BJV,theorem,11,1
0BJZ,lemma,9,2
0BK0,lemma,5,9
0BK1,lemma,8,1
0BK3,proposition,4,3
0BK4,lemma,5,2
0BK5,lemma,5,1
0BK6,lemma,1,3
0BK7,lemma,2,1
0BK8,lemma,1,2
0BKA,lemma,4,1
0BKB,lemma,2,1
0BKI,lemma,4,1
0BKP,lemma,3,1
0BKS,lemma,2,1
0BKT,lemma,3,1
0BKU,lemma,4,1
0BKY,lemma,2,1
0BKZ,lemma,3,2
0BL3,lemma,2,1
0BL4,lemma,2,1
0BL5,lemma,2,1
0BL7,lemma,5,6
0BLB,lemma,1,2
0BLD,lemma,7,1
0BLG,lemma,2,1
0BLH,lemma,3,2
0BLI,lemma,7,2
0BLJ,lemma,8,1
0BLK,lemma,2,2
0BLL,lemma,3,3
0BLM,lemma,8,1
0BLQ,lemma,4,4
0BLS,lemma,5,1
0BLT,lemma,2,1
0BLV,lemma,7,1
0BLX,lemma,3,1
0BM4,lemma,3,1
0BM5,lemma,1,1
0BM6,lemma,10,1
0BM8,lemma,4,2
0BM9,lemma,12,1
0BMA,lemma,12,2
0BMB,lemma,11,1
0BMD,lemma,2,1
0BME,lemma,3,5
0BMG,lemma,2,3
0BMH,lemma,2,1
0BMJ,lemma,4,1
0BMK,lemma,2,5
0BML,theorem,4,2
0BMM,lemma,1,1
0BMU,lemma,3,2
0BMV,lemma,2,1
0BN0,lemma,1,3
0BN2,lemma,1,2
0BN3,lemma,5,1
0BN4,proposition,3,2
0BN5,lemma,3,2
0BN9,lemma,6,1
0BNB,lemma,8,1
0BND,theorem,3,1
0BNE,lemma,3,2
0BNF,lemma,2,2
0BNG,lemma,1,1
0BNJ,lemma,1,2
0BNK,lemma,2,4
0BNL,lemma,1,3
0BNM,lemma,3,1
0BNR,lemma,1,3
0BNW,lemma,3,1
0BNZ,lemma,2,1
0BP0,lemma,2,1
0BP1,lemma,5,1
0BPA,lemma,3,3
0BPC,lemma,2,1
0BPG,lemma,19,2
0BPJ,lemma,14,1
0BPR,lemma,2,1
0BPS,lemma,2,1
0BPU,lemma,4,1
0BPV,lemma,5,1
0BPY,lemma,2,1
0BQ0,lemma,8,1
0BQ3,lemma,1,1
0BQ5,lemma,3,3
0BQB,lemma,6,2
0BQE,lemma,3,4
0BQG,lemma,3,1
0BQI,lemma,7,1
0BQK,lemma,8,2
0BQL,lemma,5,1
0BQM,proposition,8,3
0BQN,proposition,5,2
0BQR,lemma,4,1
0BQS,lemma,3,1
0BQW,lemma,3,1
0BQY,lemma,3,1
0BQZ,lemma,3,1
0BR0,lemma,3,1
0BR1,lemma,4,1
0BR3,lemma,1,1
0BR4,lemma,1,1
0BR6,lemma,2,2
0BR8,lemma,1,2
0BRA,lemma,4,17
0BRB,lemma,4,1
0BRC,lemma,4,1
0BRD,lemma,2,1
0BRG,lemma,1,1
0BRH,lemma,2,2
0BRI,lemma,2,5
0BRJ,lemma,7,4
0BRK,lemma,5,3
0BRL,lemma,1,1
0BRM,lemma,4,3
0BRN,lemma,7,1
0BRP,lemma,4,1
0BRQ,lemma,1,1
0BRR,lemma,12,1
0BRT,lemma,7,1
0BS2,lemma,7,3
0BS3,lemma,3,3
0BS6,lemma,5,3
0BS9,lemma,2,5
0BSA,lemma,3,2
0BSB,lemma,9,1
0BSH,lemma,1,1
0BSI,lemma,3,1
0BSJ,lemma,1,2
0BSM,lemma,6,2
0BSP,lemma,2,2
0BSQ,lemma,3,2
0BSR,lemma,2,4
0BST,lemma,6,2
0BSU,lemma,2,2
0BSW,lemma,10,1
0BSX,lemma,2,2
0BT0,lemma,1,2
0BT1,lemma,1,1
0BT2,lemma,1,2
0BT3,lemma,1,5
0BT7,lemma,3,2
0BT8,lemma,1,4
0BT9,lemma,2,4
0BTA,lemma,3,1
0BTG,lemma,1,1
0BTJ,lemma,1,1
0BTK,lemma,5,1
0BTL,lemma,10,3
0BTM,lemma,3,1
0BTN,lemma,2,1
0BTP,proposition,17,1
0BTV,lemma,3,2
0BTW,lemma,2,2
0BTY,theorem,5,1
0BU1,lemma,1,1
0BU2,lemma,8,1
0BU7,lemma,3,1
0BUA,lemma,6,1
0BUE,lemma,1,1
0BUF,lemma,5,2
0BUG,lemma,7,5
0BUL,lemma,7,1
0BUN,lemma,7,1
0BUR,lemma,1,1
0BUS,lemma,4,1
0BUT,lemma,1,4
0BUU,lemma,4,1
0BUV,lemma,2,1
0BUW,lemma,1,1
0BUX,lemma,4,1
0BUY,lemma,2,1
0BUZ,lemma,2,1
0BV0,lemma,2,1
0BV5,lemma,6,1
0BV6,lemma,2,3
0BV7,lemma,2,2
0BV8,lemma,6,1
0BVA,lemma,4,3
0BVC,lemma,2,1
0BVD,lemma,2,1
0BVE,lemma,5,1
0BVF,lemma,7,2
0BVN,lemma,1,1
0BVR,lemma,1,1
0BVS,lemma,7,1
0BVT,lemma,1,2
0BVZ,lemma,1,1
0BW1,lemma,2,3
0BW2,lemma,1,1
0BW3,lemma,2,1
0BW6,lemma,1,1
0BW7,lemma,5,2
0BW8,lemma,2,2
0BW9,lemma,6,1
0BWC,lemma,1,1
0BWD,lemma,6,2
0BWF,lemma,2,2
0BWG,lemma,4,1
0BWJ,lemma,7,2
0BWL,lemma,3,1
0BWQ,lemma,1,1
0BWS,lemma,2,2
0BWT,lemma,4,3
0BWU,lemma,2,2
0BWV,lemma,2,2
0BWW,lemma,3,1
0BWX,lemma,4,1
0BWY,lemma,2,1
0BX1,lemma,2,2
0BX2,lemma,1,2
0BX3,lemma,1,3
0BX5,lemma,2,1
0BX6,lemma,3,3
0BX7,lemma,4,3
0BX8,lemma,1,3
0BXA,lemma,1,1
0BXB,lemma,7,2
0BXC,lemma,3,2
0BXD,proposition,6,1
0BXG,lemma,1,1
0BXH,lemma,1,3
0BXJ,lemma,5,4
0BXL,lemma,4,2
0BXN,theorem,2,1
0BXR,lemma,8,4
0BXS,lemma,6,1
0BXT,lemma,7,1
0BXU,lemma,1,1
0BXV,lemma,4,3
0BXW,lemma,6,2
0BXY,lemma,1,3
0BYB,lemma,3,1
0BYD,lemma,3,1
0BYH,lemma,1,1
0BYJ,lemma,1,1
0BYK,lemma,1,1
0BYL,lemma,4,1
0BYN,lemma,1,2
0BYP,lemma,2,1
0BYQ,lemma,8,1
0BYR,lemma,1,1
0BYT,lemma,1,1
0BYW,lemma,3,1
0BYZ,lemma,4,1
0BZ0,lemma,2,1
0BZ3,lemma,2,2
0BZ5,lemma,6,2
0BZ7,lemma,1,1
0BZ9,lemma,3,1
0BZC,lemma,2,2
0BZD,lemma,1,1
0BZE,lemma,6,4
0BZH,lemma,4,4
0BZK,lemma,3,1
0BZL,lemma,2,1
0BZM,lemma,2,2
0BZN,lemma,2,1
0BZP,lemma,11,1
0BZR,lemma,4,2
0BZS,lemma,2,2
0BZT,lemma,3,1
0BZV,lemma,1,1
0BZY,lemma,2,1
0BZZ,lemma,3,2
0C00,lemma,1,2
0C01,lemma,3,1
0C03,lemma,2,2
0C07,lemma,3,1
0C08,lemma,3,2
0C0C,lemma,2,1
0C0D,lemma,1,1
0C0E,lemma,9,1
0C0F,lemma,1,1
0C0J,proposition,8,1
0C0K,lemma,1,1
0C0N,lemma,3,1
0C0P,lemma,3,1
0C0Q,proposition,14,1
0C0S,lemma,3,2
0C0T,lemma,5,4
0C0V,lemma,3,1
0C0Y,lemma,6,1
0C12,lemma,1,1
0C13,lemma,3,1
0C15,lemma,3,1
0C16,lemma,8,2
0C19,lemma,1,3
0C1A,lemma,3,1
0C1D,lemma,4,1
0C1L,lemma,1,2
0C1M,lemma,3,1
0C1N,lemma,4,1
0C1R,lemma,5,1
0C1S,lemma,5,1
0C1V,lemma,8,2
0C1X,lemma,2,1
0C1Z,lemma,3,1
0C21,lemma,3,1
0C22,lemma,3,2
0C23,lemma,1,1
0C24,lemma,10,4
0C25,lemma,11,2
0C28,lemma,5,2
0C29,lemma,3,2
0C2A,lemma,1,1
0C2B,lemma,5,2
0C2D,lemma,6,2
0C2E,lemma,10,1
0C2J,lemma,1,1
0C2K,lemma,2,1
0C2L,lemma,11,1
0C2M,lemma,12,4
0C2N,lemma,6,1
0C2S,lemma,3,1
0C2T,lemma,5,1
0C2U,lemma,5,1
0C2W,proposition,5,1
0C2X,lemma,2,3
0C2Y,lemma,3,1
0C2Z,lemma,1,1
0C30,lemma,1,1
0C31,lemma,2,1
0C32,lemma,1,1
0C34,lemma,4,3
0C35,lemma,2,2
0C36,lemma,5,2
0C37,lemma,3,5
0C39,lemma,1,1
0C3A,lemma,3,1
0C3B,lemma,4,2
0C3D,lemma,1,1
0C3E,lemma,1,1
0C3F,lemma,1,1
0C3G,lemma,1,1
0C3I,lemma,2,4
0C3K,lemma,2,1
0C3L,lemma,1,1
0C3M,lemma,2,1
0C3N,lemma,9,1
0C3P,lemma,7,2
0C3R,lemma,11,4
0C3S,lemma,6,4
0C3U,lemma,2,2
0C3V,lemma,18,3
0C3W,lemma,2,3
0C3X,lemma,4,1
0C3Y,lemma,4,1
0C40,lemma,6,2
0C42,lemma,5,2
0C43,lemma,3,1
0C45,lemma,6,1
0C48,lemma,1,2
0C49,lemma,7,3
0C4A,lemma,11,1
0C4C,lemma,3,2
0C4D,lemma,16,2
0C4E,lemma,16,1
0C4F,lemma,3,1
0C4G,lemma,2,1
0C4J,lemma,3,2
0C4K,lemma,2,1
0C4L,lemma,4,1
0C4M,lemma,2,2
0C4P,lemma,5,1
0C4Q,lemma,1,1
0C4R,lemma,2,2
0C4T,lemma,5,3
0C4V,lemma,8,2
0C4W,lemma,1,1
0C4Y,lemma,2,3
0C4Z,lemma,4,1
0C50,lemma,3,1
0C52,lemma,5,1
0C54,lemma,6,1
0C55,lemma,2,1
0C56,lemma,6,2
0C57,lemma,3,2
0C5B,lemma,4,1
0C5C,lemma,7,1
0C5G,lemma,7,1
0C5H,lemma,3,3
0C5J,lemma,4,3
0C5K,lemma,1,1
0C5N,lemma,9,1
0C5P,lemma,2,1
0C5R,lemma,8,2
0C5S,lemma,2,1
0C5V,lemma,1,2
0C5X,lemma,2,4
0C5Z,lemma,5,2
0C60,lemma,3,1
0C62,lemma,1,2
0C63,lemma,3,3
0C64,lemma,2,4
0C66,lemma,4,5
0C67,lemma,1,2
0C68,lemma,6,1
0C69,lemma,7,1
0C6A,lemma,6,1
0C6H,lemma,1,1
0C6I,lemma,3,1
0C6J,lemma,5,1
0C6P,lemma,1,2
0C6R,lemma,1,1
0C6S,lemma,2,1
0C6T,lemma,8,2
0C6U,proposition,8,1
0C6X,lemma,3,1
0C74,lemma,1,4
0C75,lemma,1,3
0C77,lemma,3,2
0C7B,lemma,1,1
0C7C,lemma,1,3
0C7D,lemma,1,1
0C8Q,proposition,1,1
0C9V,lemma,7,1
0C9W,lemma,5,1
0CA2,lemma,7,1
0CA3,lemma,4,1
0CAB,lemma,3,1
0CAH,lemma,1,1
0CAI,lemma,2,1
0CAK,lemma,4,1
0CAL,lemma,1,1
0CAM,lemma,2,1
0CAN,lemma,1,1
0CAP,lemma,1,1
0CAR,lemma,2,1
0CAS,lemma,2,1
0CAU,lemma,2,2
0CAW,lemma,7,1
0CAY,lemma,5,1
0CB3,lemma,4,1
0CB4,lemma,7,1
